00059962;;;
00134381;;;
00134470;;;
00134471;;;
00134484;;;
00134512;;;
00134541;prop E5 ancien A2;;"passera E5 dans la deuxième vague; pas docteur encore"
00134619;;;
00134629;;;
00134647;;fin de ligne;un médian tous les 3 ans, non passage E5 lui a été dit
00134691;;;
00134820;;;
00134938;;;
00135089;;;
00135208;catégorie;;
00135268;;;
00135290;;;
00136046;;;
00136379;;;
00136871;;;
00136901;ingéniuer vers chercheur va passer l'HDR;ingénieur devenant chercheur;
00136931;;;
00136968;butée;;
00136991;butée;;
00136997;;;
00137000;;;"pb syndical grave (CGC) faute grave ùanagement; loi rebsame1 pas respectée; DIR la responsable a aménagé le poste, échange hiérarchie salariée pour aménagement, EA en decembre. Insatisfaction sur ce qui lui est demandé, l faut retravailler derrière"
00137121;doit se repositionner pas d'évolution, pas d'HDR;"projet hors stratégie, remobiliser sur institut ; HDR moins un problème pas E5";refuse HDR mais dossier limite pour HDR
00137179;;;
00137220;;;
00137228;butée à 57 and;;
00137236;E7 compliqué adjoint cdL;E7 pas exclu;
00137263;pas E5, pas d'adaptation aux demandes, lenteur;salarié plutôt technicien;
00137274;;;
00137278;retraite;retraite 2021;
00137279;;;
00137280;;;rend service tranquillement quand on arrive à le coincer
00137284;;;
00137294;;;
00137302;;proposé E7;
00137316;;;
00137320;;;
00137333;;;
00137337;;;
00137345;butée;;
00137348;pas sur une trajectoire E5, a son HDR;;
00137349;;;
00137355;;;
00137365;butée;;
00137366;E7 envisagé;;
00137371;;;
00137384;;;
00137419;;;
00137459;;;
00137462;;;
00137463;;;
00137471;;;
00137472;;;
00137474;;;
00137475;;;
00137493;butée;;
00137494;;"fin de ligne à gérer; mi-temps; remotivée car nouvellle mission";
00137496;;;
00137498;directeur CIMAP pas avançable à 2ans ;;
00137500;;;
00137523;;;
00137535;;;passera pas 7
00137559;;;
00137568;;;
00137585;;;
00137630;;;
00137631;;;
00137657;;de m à 0;
00137670;E5 compliqué;;
00137685;reste une VB seulement, ne veut pas monter le dossier E7;effet categorie;
00137689;;;
00137694;;;
00137714;autre regret;;
00137773;;;
00137778;;;
00137779;;;
00137784;;;
00137846;passage E7 possible, experrt N4;;vivier E7
00137978;;;
00138012;scientifique pure pas E7;;
00138045;;;
00138073;;;
00138089;;;
00138090;;;
00138293;;;
00139029;;;
00139127;;;
00139465;;;
00139471;;;
00139480;;;
00139686;;;
00139696;;;
00139737;;;
00139920;pas d'HDR refus total;;pas d'HDR refus total
00139931;pas HDR;ne souhaite pas passer E5, refus HDR, mais aime bien encadrer;chercheur mais ne veut pas passer son HDR, refuse de passer E5 oblige 
00139933;;;
00139943;;;
00139945;;fin de ligne E6;pas vivier E7
00139947;;;
00139953;;;
00139955;;;"a déjà eu 3 ans, a choisi de quitter la recherche, rejoint le groupe de support informatique ; on attend de voir, aura des responsabilités moindres"
00139957;gestion E6;;
00139997;;;
00140066;;;
00140109;;;
00140123;;;
00140161;;;deux fois 3 ans gros problème travaille sur son sujet de thèse depuis toujours 
00140208;;jamais E5;regret
00140209;prop E7 , si pas E7 avancement valeur basse;;
00140216;;;
00140221;;;
00140222;;;
00140232;;;
00140237;;;
00140245;;;
00140255;possible E7;;
00140257;passage E7 en discussion mis à disposition;;
00140275;;;
00140276;;;
00140306;;;
00140309;;;
00140406;;;
00140450;prop E7;;
00140451;;;
00140455;;;
00140545;;;
00140593;;;
00140599;;;
00140609;;;
00140627;;;
00140637;;;
00140660;gestion de fin de ligne;;
00140705;;"repetitif ; ";
00140712;;;
00140739;;;
00140779;E6;;
00140780;;;
00140789;gestion de fin de ligne;;
00140791;;;
00140795;;;
00140796;;;
00140822;;;
00140862;;;
00140868;;;
00140945;;;
00140951;pas de possibilité E7, moyennenemt satisfaits;pas de possibilité E7;"E7 pas prévue pour l'instant ; ne produit pas de document pertinent"
00140952;;;
00140984;;;
00141016;;;
00141021;;;
00141024;;;
00141044;;;
00141075;;;
00141085;;;
00141138;retraite 2022 pas sure;retraite 2022, à disposition du MESRI ne rend pas compte au CEA. ;
00141170;;;
00141180;;;
00141289;;;
00141300;;repet directrice finance !;
00141305;;;
00141309;;;
00141346;;;
00141381;;;
00141427;;;
00141431;;;
00141437;;;
00141469;;;
00141505;;;
00141507;;;
00141576;;;
00141608;;;
00141612;;;
00141664;;;
00141669;;;
00141678;;;
00141991;;;
00142022;;;
00142082;;;
00142154;;;
00142261;prop E7;;
00142331;;;
00142424;;;petit regret service
00142454;;;
00142471;E6;;
00142487;prop E5;"absente 18 mois, temps partiel ; changed'activité ; E5 l'an prochain ";
00142724;;;
00142748;;;
00142767;;;
00142768;;prop E7;
00142950;;;
00142951;;;
00143003;revenu de congé sans solde;;
00143209;;;
00143585;;;
00143649;;;
00143662;;;
00143948;;;
00143979;;"CFDT : ?? Planté ne passera jamais E7, rétrogradé; DIR reçu, doit faire une mobilité, phase de recherches actives";
00144104;;;
00144162;;va au CERN, c'est son tour de passer son tour, passera un an au CERN;
00144257;;;3 ans, auditionné E5 repetitif l'année prochaine !
00144363;;;
00144608;;chef d'équipe radiocarbone, proposition E7 l'an dernier reproposé cette année;pas d'avancement cette énne proposée E7, passera en 2020 en avancée en 2020
00144661;;;
00144676;;h;
00144715;;;
00144751;;;
00144752;;;
00144755;fin de ligne CGC : E7 ?;;
00144771;;;
00144912;;;
00144919;;;
00145030;refocalisé sur institut reste pb HDR, yapuka !;;min= refuse de passer son HDR
00145043;;;
00145065;pas d'HDR;;3 ans, devait passer HDR en audition E5 ne l'a passée
00145073;;;
00145085;;;
00145089;;;
00145092;;;
00145105;;;"abonné au valeurs basses; est passé dans la sécurité retrouvera un rythme normal"
00145116;;;
00145117;;;
00145125; ;se passe bien, apaiseur managériale;passe son tour
00145139;;a pris la tête d'une nouvelle équipe;
00145150;;;
00145151;;;pas E7, publications et prod scientifique insuffisante
00145162;;prop E7, basse répétitif;
00145168;pas depubli pour l'instant mias dev du code , passage à 3 ans;;
00145226;;;
00145296;;;
00145312;;;
00145313;;;regret
00145336;;;
00145341;;;
00145344;;;
00145349;;;
00145363;;pb de comportement et d'implication, très difficle au quotodien, se pense expert non reconu, hostile au changement;
00145375;;;
00145467;;;
00145473;;;
00145499;;;
00145510;;;
00145513;;plafond;
00145515;;;
00145528;;;
00145529;vient de lacher chef d'équipe   ;surfaces continentales;
00145530;butée+retraite;;
00145533;ERC advanced;2 ème ERC;
00145535;;;passe sont tour
00145537;;;
00145544;;;
00145551;;;
00145552;;;
00145554;vivier E5 mais ne risue pas la butée donc à voir;dynamique responsabilité, chef de thème = service;
00145570;;;3 ans car il ne veut pas passer E5
00145571;;;
00145572;;;
00145575;;;
00145581;a fait un peu qqch avancée du bout des lèvres, ne partira jamais en retraite, électro pas complètement plat n'aura pas de retraite;;
00145583;;;
00145606;état stationnaire, ne suit pas les directives, conflit, ;tensions dans son groupe avec son manager, pas E5, cav un peu mieux, il travaille;essaie de suivre sdes objectifs scientifiques, pas intégré, conflictuel avec direction
00145608;;;
00145611;;;
00145615;;;
00145638;;;
00145640;;"n'est pas là, dans un labo de Paris centre, fait ce qu'il veut ; entretien annuel refusé au CEA";
00145649;;pas de retraite. Remplacé comme chef d'équipe;passe son tour l'année prochaine
00145654;;;
00145657;;;
00145668;;;
00145673;;;
00145674;taches trop simples ;gestion butée;
00145693;;;
00145694;;;
00145695;à deux ans;;
00145697;;;
00145852;;;
00145887;;;
00145961;;;
00146021;butée;;
00146030;;fin E6 sans E7;
00146033;;;
00146051;;;pas d'avancement situation pas arrangé
00146053;;;
00146125;;;
00146145;;;
00146282;"pas complètement satisfait ; retard NT";;regret mais pas matière à passage E5 VERIFIER qu'elle est prévenue
00146327;;;
00146570;;;
00146608;;;
00146620;;;
00146664;;;
00146666;;;
00146719;;;
00146727;;h prop E7;
00146731;;;
00146754;;;
00146763;repet;;
00146768;;;
00146770;;;
00146788;;E7 ?;vivier E7
00146886;;problème de catégorie;
00147191;;;
00147931;vivier E5 pas encore le modèle adjoint !;équipe mosaic,chargé mettre au point un modèle.tangeat lnéaire, partiellement atteint, même deal sur E5 que 2019;"arrivé en 2003 en provenance de la DEN ; code CASTE1 ; 2009 départ à l'ONEMA détaché ; retour dans une autre équipe que celle de départ; dans une équipe d'inversion atmosphérique (modèle difficlle) ;  difficille) ; orchidée) thèse pendant LSCE ; bon en math appliqué ; faire l'adjointisation d'orchidée tache compliquée qui justifierait un passage E5 ; Pacal suhaite passer une HDR passage E5 difficille dans ce contexte proposable E5 si réussite de l'adjointisation réussie. temps partiel thérapeutique (mi temps) "
00147945;;;
00147971;;;
00148085;;;
00148166;;;
00148355;;;
00148376;détaché retenu sur un poste au MESRI;;
00148390;;;
00148485;service minimum;;
00148490;;;
00148504;a bien travaillé en 2020;pas E5;
00148508;pas E7, fin ligne;;
00148515;;;regret
00148516;;;
00148518;;;
00148533;2 ans;;3 ans quand on passe E5
00148534;;;"raletie brusquement; mobilité en mai 2017 quitté la DA1 a rejoint la trésorerie, s'est mal passé, repositionné autre service de DFP depuis nov 2017 a rebougé depuis 1ermai acheteur"
00148537;"non tenue des objectifs ; pas toujours là. Situation vraiment sérieuse";;
00148539;;;
00148546;;;
00148552;;gestion de ligne;
00148555;;;pas fléché E5
00148557;;;
00148558;repet l'en dernier;;
00148559;;;
00148560;;choix porté sur Poupin ;
00148648;;;
00148691;;;
00148699;;;
00148752;;;
00148756;pourrait E7;;
00148772;;;
00148779;;;
00148849;mesure de terrain en Sibérie !;méritant mais moind de prod scientifique, pas d'avancement;
00148867;;;
00148878;plus de 70 butée;;
00148881;;;
00148883;;;
00148886;;chercheur lidar, ;passe son tour mais tout va bien
00148887;;;
00148896;;;
00149002;;;
00149580;;;
00150004;;;regret
00150014;;;
00150215;;;
00150373;;;
00150452;;;
00150841;;;
00150870;;;
00150895;;"gestion de ligne ; devrait changer de poste";
00151911;;E7 ?;
00151917;A voir ? E7 à court terme non? HDR pas préparée . Premier regret;;
00152004;prop E7;;
00152078;;;
00152157;;;
00152186;;;
00152191;;;
00152201;;;
00152204;;;
00152219;;;
00152222;;;
00152229;;;regret
00152230;repetitif;"difficultés dans cette catégorie ; un peu en deca";
00152239;;;
00152244;pas proposé l'année prochaine;passera pas E5, donc lent;pas au niveau E5  ne veut pas faire les efforts pros diagnostic posé depuis longtemps (plus de 10 ans) sympa mais bof 
00152254;fin E4 3ème mini de suite passera pas E5;;
00152274;vivier E7;a rejoint la direction plus projets;
00152368;;;
00152491;;;
00152568;;;
00152580;;;
00152614;;;
00152620;;E7 possible;
00152661;;;"a déjà eu 3 ans; problème de production scientifique jamais premier ou dernier dans les publis"
00152721;;;
00152728;;;
00152730;;;gère une construction à l'ILL continue à bénéficier du LLB
00152765;durecteur LYDIL;;
00152803;;;regret
00152812;;;
00152818;catégorie;;
00152862;;;
00153042;repet E7 ?;;
00153078;;;
00153475;;;
00153530;;;
00153788;;;
00154135;;;
00154148;;;
00154415;;;
00154656;;;
00154735;;;
00154860;;;
00154870;;;
00154889;;;
00155212;;;
00155338;;;
00155391;;;
00155428;;;
00155576;;;
00155631;;1regret;
00155788;;;
00155948;;;
00155976;;;
00156066;;pas de chance;
00156092;incertitude E7, ça va être dur;"gestionde ligne ; pas de poste E7 ; doite changer de poste";
00156093;;;ou médiane vise E7
00156097;;;
00156106;vivier E7;;
00156114;butée;;
00156126;contrainte catégorie;;
00156144;;;
00156161;;"travaille pas assez ; comportement conflicutuel, pbd e com";
00156166;;;
00156172;;;a son HDR ! Relachement , prévenu par le manager, doit prendre des responsabilités, avertissement
00156180;fin E4;;
00156181;;;
00156183;;;
00156188;E7 incertain;;
00156316;;;
00156332;;;
00156411;;;
00156467;;;
00156514;;;
00156604;;;
00156664;;;
00156665;;;
00156666;;;
00156721;;;
00156727;;;
00156728;;;
00156745;;;
00156814;;;
00156859;;;
00156893;;;
00156913;arrêt mamaldie;;
00156933;;;pas compétent ?
00156968;;;
00156969;;;
00157042;;;
00157050;;;première à 3 ans
00157070;;;
00157075;;;
00157109;;;
00157113;;;
00157131;;;
00157155;;;
00157160;;;
00157182;;;
00157242;;;
00157296;;;
00157321;;;
00157347;;;
00157376;;;
00157398;;;
00157455;;;
00157496;;"on attend plus d'ivestissement ; E5 bof";
00157559;;;
00157583;;;
00157679;;;
00157697;;;
00157698;catégorie;;
00157712;donne beaucoup;"repetitif ; ";
00157885;prop E5;;
00157904;;;
00157911;E4;;repet
00158140;;;
00158267;;;
00158546;;;
00158639;;;
00158956;;;
00159086;;;
00159201;candiat E7 1!;;
00160072;;;
00160494;retour compliqué comportement, situation difficile;longue maladie pendant 3 ans;
00160814;;;
00160865;;;
00161027;;;
00161064;;;
00161076;;;
00161094;chef CIMAP vivier E7;;
00161100;;;
00161103;;;
00161105;;;
00161111;;;
00161113;prop E7 si passée E7 min l'année prochaine;à la pointe lubrisol, notre dame, chef de service, trajectoire E7;passage E7 possible 
00161117;;;
00161121;;;
00161125;;;
00161175;;;
00161193;;;
00161204;;;perpective E7
00161212;;;
00161259;;repet E5;
00161261;;;
00161303;viver E7;;
00161317;;;
00161327;;peu d'implication, a été inexistant, alors qu'expert, avertissement;
00161615;quota;;
00161636;situation s'est améliorée;production et implication insuffisante;pas de pasge E5
00161646;;;
00161648;prop E5;;
00161661;;;
00161744;;;
00161778;;;
00161779;;;"rqlentie; E5"
00161791;;;
00161811;catégorie pas E5;;
00161822;;;
00161824;;;
00161831;;;
00161839;;;
00161840;;;
00161841;;;
00161842;;;
00161846;;;
00161850;;;
00161854;;;
00161859;;;
00161863;;;regret
00161919;;;
00161946;;;
00161953;;;
00161973;niveau moyen pour catégorie;;
00161986;;;
00161987;;;
00161993;;;
00162007;;;
00162053;CI du lab Carb 14;;candidat E5 passera en 2019
00162107;;;
00162113;;;
00162119;;;
00162175;;;
00162184;"E7 intermédiaire doit prendre des responsabilités projet arret, compétence pour E7; ""EIC Shphenix micrmegas""";;
00162191;;;
00162206;;;
00162241;;;
00162272;pas fléché E5;ne saisit pas le marché pour E5 ;"plsuiseurs fois 3and ; vivier peut-être ; à recentrer"
00162330;;;
00162332;;;
00162443;sans doute pas E7;;
00162489;prop E7;;
00162510;;;
00162582;;;
00162586;;;
00162629;;;
00162768;;;
00162772;;;
00162776;diectoin équipe glace polaire, HDR pas encore soutenue !;"prop E5; reconversion  suite à fin d'activité, travaille paléoclimat ; doit passer son HDR pour proposition l'an prochain";
00162841;;;3 ans, alerte pas de publi depuis 5 ans et pas de projets déposés
00162902;;;
00162903;repet;;
00162905;baisse de régime;;pas E7 prévu
00162906;;;
00162961;;;
00163318;;;
00163607;;;
00163760;;;vivier E5
00163779;;;pot E5
00163782;;;
00163790;;;
00163797;;;
00163799;;;
00163910;;;
00163934;;voudrait plus moteur dans ses actions, accompagne plus les évolutions;
00164392;;;
00164458;;;
00164468;;;
00164791;;;
00164933;;;
00164935;;;
00165215;;;
00165383;;E5 ?;
00165432;E5 difficille à dire;;"décision demanagement se met en rertrait ne veint pas au réunion de labo ; attitude peu coopérative ; bon scientifique mais vision indivudualiste; ne s'implique pas ; pas de passage E5"
00165519;;;
00165527;;;
00165551;;;
00165943;;;
00165944;;;
00165954;;;
00165963;signal fort. N'a toujours pas passé son HDR;"n'a pas passé son HDR ; ne tient pas ses délais et engagements";
00165966;;;
00165978;;;
00165981;;;
00165989;;;
00166036;;;
00166060;;;
00166063;;;
00166092;;;
00166094;;;
00166095;;;
00166103;;;
00166105;;;
00166116;;;
00166124;;;
00166134;non proposée mais peut-être bonne surrise candidate E7 si E7 VM sinon année prochaine;;
00166263;;;
00166350;;;
00166382;;;
00166398;;;
00166401;;;2012 ? Passage E3 congé parental puis revenu à mi-temps
00166467;;;
00166558;;;proposé E5
00166559;;;
00166562;;;
