  5.555555555555556E-004 -1.413557260000000E-002
  1.111111111111111E-003 -1.570153616655510E-002
  1.666666666666667E-003 -2.351741170911111E-002
  2.222222222222222E-003 -3.131008014135681E-002
  2.777777777777778E-003 -3.907958242878860E-002
  3.333333333333333E-003 -4.682595953846089E-002
  3.888888888888889E-003 -5.454925242588507E-002
  4.444444444444444E-003 -6.224950204460912E-002
  5.000000000000000E-003 -6.992674940000000E-002
  5.555555555555556E-003 -7.758103548649874E-002
  6.111111111111111E-003 -8.521240116221024E-002
  6.666666666666666E-003 -9.282088737279938E-002
  7.222222222222222E-003 -0.100406535327204     
  7.777777777777778E-003 -0.107969385940188     
  8.333333333333333E-003 -0.115509479729351     
  8.888888888888889E-003 -0.123026857673539     
  9.444444444444445E-003 -0.130521561088327     
  1.000000000000000E-002 -0.137993631000000     
  1.055555555555556E-002 -0.145443108310971     
  1.111111111111111E-002 -0.152870033963875     
  1.166666666666667E-002 -0.160274448976725     
  1.222222222222222E-002 -0.167656394502609     
  1.277777777777778E-002 -0.175015911306239     
  1.333333333333333E-002 -0.182353039681563     
  1.388888888888889E-002 -0.189667820774775     
  1.444444444444444E-002 -0.196960296288057     
  1.500000000000000E-002 -0.204230507000000     
  1.555555555555556E-002 -0.211478493473199     
  1.611111111111111E-002 -0.218704297089755     
  1.666666666666667E-002 -0.225907959044658     
  1.722222222222222E-002 -0.233089519669399     
  1.777777777777778E-002 -0.240249019690670     
  1.833333333333333E-002 -0.247386500485354     
  1.888888888888889E-002 -0.254502003216426     
  1.944444444444444E-002 -0.261595568818137     
  2.000000000000000E-002 -0.268667238000000     
  2.055555555555556E-002 -0.275717051513771     
  2.111111111111111E-002 -0.282745050672131     
  2.166666666666667E-002 -0.289751276654169     
  2.222222222222222E-002 -0.296735770037505     
  2.277777777777778E-002 -0.303698571723105     
  2.333333333333333E-002 -0.310639723107487     
  2.388888888888889E-002 -0.317559265143088     
  2.444444444444445E-002 -0.324457238457921     
  2.500000000000000E-002 -0.331333684000000     
  2.555555555555556E-002 -0.338188642836497     
  2.611111111111111E-002 -0.345022155921431     
  2.666666666666666E-002 -0.351834264226083     
  2.722222222222222E-002 -0.358625008818794     
  2.777777777777778E-002 -0.365394430584036     
  2.833333333333333E-002 -0.372142570175258     
  2.888888888888889E-002 -0.378869468614542     
