   2.3400000000000000E-004   519155901.22011036        45176300.606427379        3931198.6836557114     
   4.6799999999999999E-004   258716147.32039645        22529203.337790340        1961875.1463459362     
   7.0199999999999993E-004   171906120.47502959        14980344.313071201        1305441.9470930281     
   9.3599999999999998E-004   128503506.97318706        11206044.070606565        977231.30629161978     
   1.1700000000000000E-003   102463844.19871023        8941566.7222507447        780309.66812252905     
   1.4039999999999999E-003   85105644.716953561        7432000.3087533684        649032.51406384085     
   1.6379999999999999E-003   72708271.144341439        6353811.1362420181        555266.47910677874     
   1.8720000000000000E-003   63411404.865763724        5545232.3603430437        484944.88080967328     
   2.1060000000000002E-003   56181535.607046261        4916393.5142219216        430252.89564928733     
   2.3400000000000001E-003   50398557.263944067        4413372.3197995154        386501.62956134713     
   2.5740000000000003E-003   45667856.915324427        4001854.6019413751        350707.24091351143     
   2.8079999999999997E-003   41726359.329762347        3658964.2455524537        320880.50199185853     
   3.0420000000000000E-003   38391935.546018772        3368863.9417051300        295644.25518591714     
   3.2759999999999998E-003   35534493.490460001        3120241.3282838450        274014.81652297208     
   3.5100000000000001E-003   33058632.347512487        2904800.6743719601        255270.81778864795     
   3.7439999999999999E-003   30892801.541200016        2716320.1829935932        238871.23285227417     
   3.9779999999999998E-003   28982285.958493784        2550042.0105348732        224402.33587741703     
   4.2120000000000005E-003   27284529.431548581        2402265.6130248229        211542.34012890101     
   4.4460000000000003E-003   25765935.015024409        2270069.5093802242        200037.20347235087     
   4.6800000000000001E-003   24399625.180214018        2151116.5156770716        189683.69222387116     
   4.9140000000000000E-003   23163841.953707382        2043514.6267730857        180317.28389981849     
   5.1480000000000007E-003   22040783.381877072        1945715.8393059396        171803.36921663594     
   5.3820000000000005E-003   21015743.526369251        1856441.3686919964        164030.74922116628     
   5.6159999999999995E-003   20076467.460723713        1774625.5618753938        156906.75813838746     
   5.8499999999999993E-003   19212661.067806866        1699373.2710173891        150353.55673569161     
   6.0840000000000000E-003   18415613.960915584        1629927.0640266547        144305.28106463922     
   6.3179999999999998E-003   17677906.200192910        1565641.7216384346        138705.82481565664     
   6.5519999999999997E-003   16993177.855527565        1505964.1994053388        133507.09688244233     
   6.7859999999999995E-003   16355946.246096354        1450417.7354831749        128667.63943028885     
   7.0200000000000002E-003   15761459.731999474        1398589.1368596475        124151.52235074111     
   7.2540000000000000E-003   15205579.804290226        1350118.5263130097        119927.45169277300     
   7.4879999999999999E-003   14684685.283125482        1304691.0118159964        115968.04526311826     
   7.7219999999999997E-003   14195593.934435384        1262029.8705936128        112249.23993563296     
   7.9559999999999995E-003   13735497.918946650        1221890.9359942824        108749.80355312322     
   8.1900000000000011E-003   13301910.307088677        1184057.9466116752        105450.93050314632     
   8.4240000000000009E-003   12892620.508083044        1148338.6705529238        102335.90469784458     
   8.6580000000000008E-003   12505656.926749269        1114561.6582039054        99389.817205698855     
   8.8920000000000006E-003   12139255.516605373        1082573.5077158224        96599.328467742132     
   9.1260000000000004E-003   11791833.170953957        1052236.5511861690        93952.467095894361     
   9.3600000000000003E-003   11461965.105306273        1023426.8879125776        91438.458851547490     
   9.5940000000000001E-003   11148365.549696358        996032.70546319417        89047.580651674682     
   9.8279999999999999E-003   10849871.199236903        969952.84059416212        86771.035431210141     
   1.0062000000000001E-002   10565426.973900687        945095.54096933559        84600.844466492330     
   1.0296000000000001E-002   10294073.720150821        921377.39573641447        82529.754381874343     
   1.0530000000000001E-002   10034937.552354449        898722.40869294375        80551.156555452981     
   1.0764000000000001E-002   9787220.5844475590        877061.19234372315        78659.017037094614     
   1.0998000000000001E-002   9550192.8447922729        856330.26484452130        76847.815413095872     
   1.1231999999999999E-002   9323185.2016777210        836471.43482783844        75112.491312762213     
   1.1465999999999999E-002   9105583.1550867762        817431.26155614806        73448.397465201459     
   1.1699999999999999E-002   8896821.3734514900        799160.57985675882        71851.258389302457     
   1.1934000000000000E-002   8696378.8731438294        781614.08094671089        70317.133943716326     
   1.2168000000000000E-002   8503774.7541796602        764749.94162404456        68842.387082609348     
   1.2402000000000000E-002   8318564.4186738580        748529.49543742824        67423.655261708234     
   1.2636000000000000E-002   8140336.2094676662        732916.94039250980        66057.825021451485     
   1.2869999999999999E-002   7968708.4154518489        717879.07854485931        64742.009342888297     
   1.3103999999999999E-002   7803326.5977486530        703385.08349368291        63473.527429731257     
   1.3337999999999999E-002   7643861.1973488601        689406.29234989348        62249.886618614066     
   1.3571999999999999E-002   7490005.3902351903        675916.01922473928        61068.766160702267     
   1.3806000000000001E-002   7341473.1606293116        662889.38768570160        59928.002652631774     
   1.4040000000000000E-002   7197997.5669146283        650303.17996681540        58825.576924353714     
   1.4274000000000000E-002   7059329.1781245815        638135.70101077307        57759.602216699706     
   1.4508000000000000E-002   6925234.6617389889        626366.65566825401        56728.313503053694     
   1.4742000000000000E-002   6795495.5059764795        614977.03759256937        55730.057828007833     
   1.4976000000000000E-002   6669906.8618724709        603949.02855044184        54763.285551769273     
   1.5210000000000000E-002   6548276.4922426995        593265.90702718787        53826.542402775893     
   1.5443999999999999E-002   6430423.8161959928        582911.96514052816        52918.462252801583     
   1.5678000000000001E-002   6316179.0392134609        572872.43299496407        52037.760539067174     
   1.5911999999999999E-002   6205382.3599858778        563133.40971077571        51183.228266753467     
   1.6146000000000001E-002   6097883.2462220900        553681.80045051035        50353.726533035078     
   1.6380000000000002E-002   5993539.7725314321        544505.25884320773        49548.181520482874     
   1.6614000000000000E-002   5892218.0142601132        535592.13427419472        48765.579913559304     
   1.6848000000000002E-002   5793791.4918416431        526931.42356740369        48004.964697072624     
   1.7082000000000000E-002   5698140.6608174508        518512.72663901956        47265.431299963740     
   1.7316000000000002E-002   5605152.4432075601        510326.20574678213        46546.124051759165     
   1.7550000000000000E-002   5514719.7963719629        502362.54799935524        45846.232922507763     
   1.7784000000000001E-002   5426741.3159096176        494612.93082548911        45164.990520091145     
   1.8017999999999999E-002   5341120.8695007255        487068.99013390706        44501.669321509893     
   1.8252000000000001E-002   5257767.2589153107        479722.79092243756        43855.579117148016     
   1.8485999999999999E-002   5176593.9076923886        472566.80011937488        43226.064649143846     
   1.8720000000000001E-002   5097518.5722434958        465593.86146174197        42612.503426883384     
   1.8953999999999999E-002   5020463.0743562998        458797.17223443335        42014.303704308972     
   1.9188000000000000E-002   4945353.0532714017        452170.26171137649        41430.902605229916     
   1.9421999999999998E-002   4872117.7356816223        445706.97115517332        40861.764384152972     
   1.9656000000000000E-002   4800689.7221601913        439401.43524534372        40306.378811339207     
   1.9889999999999998E-002   4731004.7886649016        433248.06481752481        39764.259671857057     
   2.0124000000000003E-002   4663001.7018910712        427241.53080691834        39234.943369352732     
   2.0358000000000001E-002   4596622.0473591005        421376.74929909396        38717.987626112328     
   2.0592000000000003E-002   4531810.0692235660        415648.86760006059        38212.970271756189     
   2.0826000000000001E-002   4468512.5208819965        410053.25124544377        37719.488113594532     
   2.1060000000000002E-002   4406678.5255433209        404585.47187572054        37237.155882292580     
   2.1294000000000000E-002   4346259.4459898565        399241.29591089895        36765.605247052641     
   2.1528000000000002E-002   4287208.7628333382        394016.67396380886        36304.483895023244     
   2.1762000000000000E-002   4229481.9606256448        388907.73093641410        35853.454670101601     
   2.1996000000000002E-002   4173036.4212392969        383910.75674827921        35412.194766705994     
   2.2230000000000000E-002   4117831.3239820548        379022.19765061472        34980.394974468065     
   2.2463999999999998E-002   4063827.5519545875        374238.64808319788        34557.758970131756     
   2.2697999999999999E-002   4010987.6042006789        369556.84303499595        34144.002653252537     
   2.2931999999999998E-002   3959275.5132362256        364973.65087251196        33738.853522568177     
   2.3165999999999999E-002   3908656.7675766810        360486.06660278089        33342.050090165161     
   2.3399999999999997E-002   3859098.2389130900        356091.20554059208        32953.341330795462     
   2.3634000000000002E-002   3810568.1136144870        351786.29735192121        32572.486163906986     
   2.3868000000000000E-002   3763035.8282598029        347568.68044775369        32199.252966143111     
   2.4102000000000002E-002   3716472.0089253737        343435.79670448630        31833.419112240201     
