     1.00000    0.788832143505320E-01    0.625037700637101E-01    0.744644367614049E+03   -0.201832635606807E+04
     2.00000   -0.210422665432486E-01   -0.294562676182348E-01    0.151181344362491E+04   -0.112208705160407E+04
     3.00000   -0.174078679035932E+00   -0.179717704302067E+00    0.200980618635571E+04   -0.597820666820209E+03
     4.00000   -0.363602966055897E+00   -0.367840150727779E+00    0.237238558633291E+04   -0.225847747140057E+03
     5.00000   -0.580723090501030E+00   -0.584115786801240E+00    0.265652661043314E+04    0.626768647092158E+02
     6.00000   -0.819998246285041E+00   -0.822826831841099E+00    0.288987758756015E+04    0.298418637643799E+03
     7.00000   -0.107776997299850E+01   -0.108019516789486E+01    0.308774956091204E+04    0.497735466660444E+03
     8.00000   -0.135141309294480E+01   -0.135353553243818E+01    0.325946655915188E+04    0.670391557323952E+03
     9.00000   -0.163895330325317E+01   -0.164084015638579E+01    0.341111558136640E+04    0.822685022427654E+03
    10.00000   -0.193885228977371E+01   -0.194055061233075E+01    0.354688545993308E+04    0.958916169173223E+03
    11.00000   -0.224987788806303E+01   -0.225142192177656E+01    0.366978007386029E+04    0.108215223166022E+04
    12.00000   -0.257102107331014E+01   -0.257243651015613E+01    0.378202599220081E+04    0.119465794210781E+04
    13.00000   -0.290144043969557E+01   -0.290274704895442E+01    0.388531897855752E+04    0.129815316312969E+04
    14.00000   -0.324042367153858E+01   -0.324163699000931E+01    0.398098008506939E+04    0.139397477112445E+04
    15.00000   -0.358735997334592E+01   -0.358849243286971E+01    0.407005836126128E+04    0.148318255395708E+04
    16.00000   -0.394171982382234E+01   -0.394278152684159E+01    0.415340066261668E+04    0.156663086178796E+04
    17.00000   -0.430303977475262E+01   -0.430403904198333E+01    0.423170043296773E+04    0.164501849779661E+04
    18.00000   -0.467091081638091E+01   -0.467185458248248E+01    0.430553262274653E+04    0.171892432689166E+04
    19.00000   -0.504496932175289E+01   -0.504586342695277E+01    0.437537921388204E+04    0.178883324399413E+04
    20.00000   -0.542488989325702E+01   -0.542573930211806E+01    0.444164822698532E+04    0.185515547363723E+04
    21.00000   -0.581037963700490E+01   -0.581118860513697E+01    0.450468810983919E+04    0.191824115590831E+04
    22.00000   -0.620117352585204E+01   -0.620194572875532E+01    0.456479879090939E+04    0.197839153612423E+04
    23.00000   -0.659703060414032E+01   -0.659776923805308E+01    0.462224028395200E+04    0.203586766512832E+04
    24.00000   -0.699773085151396E+01   -0.699843871326011E+01    0.467723946689299E+04    0.209089724657181E+04
    25.00000   -0.740307256873152E+01   -0.740375211960515E+01    0.472999548074297E+04    0.214368008548651E+04
    26.00000   -0.781287018123315E+01   -0.781352359860235E+01    0.478068407234443E+04    0.219439246759370E+04
    27.00000   -0.822695238023829E+01   -0.822758159959617E+01    0.482946111947396E+04    0.224319071167552E+04
    28.00000   -0.864516053894887E+01   -0.864576728845779E+01    0.487646551627523E+04    0.229021407558846E+04
    29.00000   -0.906734735479029E+01   -0.906793318387215E+01    0.492182155339676E+04    0.233558715210444E+04
    30.00000   -0.949337567876150E+01   -0.949394198192424E+01    0.496564089539864E+04    0.237942185842109E+04
    31.00000   -0.992311750074121E+01   -0.992366553756335E+01    0.500802423450508E+04    0.242181909933122E+04
    32.00000   -0.103564530656201E+02   -0.103569839776137E+02    0.504906268224290E+04    0.246287016625197E+04
    33.00000   -0.107932700998364E+02   -0.107937849247548E+02    0.508883894727677E+04    0.250265792090808E+04
    34.00000   -0.112334631315993E+02   -0.112339628156428E+02    0.512742833767564E+04    0.254125780226062E+04
    35.00000   -0.116769328910363E+02   -0.116774182993128E+02    0.516489961809949E+04    0.257873868743774E+04
    36.00000   -0.121235857788525E+02   -0.121240577043868E+02    0.520131574639379E+04    0.261516363135568E+04
    37.00000   -0.125733333939944E+02   -0.125737925655193E+02    0.523673450938988E+04    0.265059050498090E+04
    38.00000   -0.130260921123494E+02   -0.130265392010730E+02    0.527120907401816E+04    0.268507254845814E+04
    39.00000   -0.134817827097707E+02   -0.134822183352748E+02    0.530478846691745E+04    0.271865885237756E+04
    40.00000   -0.139403300237464E+02   -0.139407547591492E+02    0.533751799338996E+04    0.275139477810125E+04
